username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Hockey,193761123,"Seattle, Wa",2023-01-21 18:28:04,@freezesports1 Seahawks hung up mid Aar…,0,Twitter for iPhone,
Kyle Asplund,1517773788,"Federal Way, WA",2023-01-21 18:27:05,@Softykjr I’ll just leave this here @Seahawks @BlitzTheSeahawk https://t.co/6WmBNzLYKN,0,Twitter for iPhone,
Savage,855818467,"Seattle, WA",2023-01-21 18:14:06,"Myers’ cap hit actually goes down $2mil next year, but then is Top 2 or 3 every year after. 

In 2024 the Seahawks… https://t.co/eXFfBiAicj",0,Twitter for iPhone,
Najee Moye',3401961082,"Seattle, Wa",2023-01-21 18:07:55,"The #Seahawks season is sadly over but the beat goes on.
Check out the latest #KOMOSportsEndzone where… https://t.co/1tqxP60X2b",2,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 18:00:12,"According to Pro Football Focus, Seattle should re-sign QB Geno Smith and then look to target Commanders defensive… https://t.co/i7vNKSw7Ay",0,True Anthem,
Field Gulls,23483385,"Seattle, WA",2023-01-21 17:57:13,SBNation Reacts Results: Seahawks fans eager for team to focus on defense https://t.co/ZzOc3hqwyP,1,Chorus publishing platform,
Jeromy Krom,39174939,"Tacoma, WA",2023-01-21 17:48:17,"I never thought I’d say this, but if Carter and Anderson are gone at 5 the Seahawks should try and trade back to 7 or 9",0,Twitter for iPhone,
Jack Herron,585250891,"Bothell, WA",2023-01-21 17:47:12,"@hawkblogger Not saying I disagree about Quinn, but Id say personnel foundation on defense was made under Gus Bradl… https://t.co/IM6rL0hHtb",0,Twitter for iPhone,
Joshua,1558618540898299905,"Seattle, WA",2023-01-21 17:33:40,Created this for @Kenneth_Walker9 calling it now he is going to win OROY can’t wait for next season! #gohawks… https://t.co/GNXcCM4wiF,1,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-21 17:21:23,Something that I noticed but needed to see stats to back up... In the games where Phil Haynes had at least 10 run b… https://t.co/q1uxb8YY65,7,Twitter Web App,
Brian Nemhauser,66154578,"Bellevue, WA",2023-01-21 17:18:42,"Seahawks DC Coordinator Timeline:

2009-2012 Gus Bradley
2013-2014 Dan Quinn
2015-2017 Kris Richard
2018-2021 Ken N… https://t.co/E0lJvAY55G",3,Twitter Web App,
Brady Henderson,157078263,Seattle,2023-01-21 17:17:18,"Details of K Jason Myers’ four-year, $21.1M deal with the Seahawks, via a source: $7.5M signing bonus; base salarie… https://t.co/p3hktafnZG",18,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-21 17:11:04,Pre-Snap Reads 1/21: Will Drew Lock return to the Seahawks next season? https://t.co/poYxoDjjZH,0,FANpeeps.com,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 17:03:54,This should be one of the most anticipated NFL drafts the Seahawks have had. Here’s a look at five prospects they c… https://t.co/kARKEP6kbk,0,Echobox,
Ruthanne Wong,3618047293,"Seattle, WA",2023-01-21 17:01:36,@hawkblogger 2/ proof PC creates QB-friendly conditions on his team.The #5 pick gets a 4/36 mil contract with 6.5 1… https://t.co/SlCcfNlnN9,0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 16:36:02,It seems like we’re going to have to put off the seemingly constant Rams retirement rumors for one more season. In… https://t.co/RgMzO7ugKA,0,True Anthem,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-21 16:31:54,@Klondike_White Pete &amp; John are compulsive gamblers. They love the action. Sitting out the trade game last year kil… https://t.co/xgvYzSG1qr,0,Twitter for Android,
Savage,855818467,"Seattle, WA",2023-01-21 16:22:42,It’s amazing to me how just a year ago so many Seahawks fans said you can’t win a Super Bowl with a QB making $30+… https://t.co/u27mmTxlJ8,0,Twitter for iPhone,
Nick Andron,17345182,"Puyallup, WA",2023-01-21 16:06:55,@BelloreGOAT @hawkblogger He’s been in the league for four years. He has played very little good football. Now he’s… https://t.co/N6XaHvNIye,0,Twitter for iPhone,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-21 16:03:36,"@KrakenAddict32 Well, the alternative would be that he's lying (fair) and that we've learned nothing about his oper… https://t.co/qtQuA55o2q",0,Twitter for Android,
Brian Nemhauser,66154578,"Bellevue, WA",2023-01-21 16:02:30,The love for Drew Lock that exists in parts of the Seahawks fan base makes zero sense. He’s a walking turnover and… https://t.co/DADlgLjhJR,17,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-21 16:00:16,Seahawks boast number one ranked rookie class for 2022 https://t.co/K9TqHHRIK0,2,Chorus publishing platform,
Michael Scullin,1954590132,Seattle,2023-01-21 15:55:36,@CoopAFiasco Seahawks,0,Twitter for Android,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-21 15:32:34,@LeBumJames006 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks Hard not to when IOL is terrible.,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-21 15:10:54,Seahawks news for Saturday: Futures and the top 100 https://t.co/q6UVNkC9AF,0,FANpeeps.com,
Field Gulls,23483385,"Seattle, WA",2023-01-21 15:00:20,Seahawks could face Bobby Wagner 8 more times https://t.co/DgIAXeP8g2,1,Chorus publishing platform,
Brian Nemhauser,66154578,"Bellevue, WA",2023-01-21 14:49:02,There were Russell Wilson truthers and Scot McCloughan truthers among Seahawks fans. I may be the rare Dan Quinn tr… https://t.co/PjZtP5rIvx,25,Twitter for iPhone,
Ousman,4916909036,Seattle,2023-01-21 14:05:24,@SeahawksForever How about “Seahawks in my darn veins”?,0,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-21 14:00:36,Pre-Snap Reads 1/21: Will Drew Lock return to the Seahawks next season? https://t.co/YWa7CbJRaC,0,Chorus publishing platform,
Moment Nerd,1377775442241839105,"Seattle, WA",2023-01-21 13:58:21,"So after a year of holding my first (and only) legendary pull, I’ve decided to put it up for sale. It’s a great mom… https://t.co/dobpejUomv",2,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 13:35:27,"The Seattle Seahawks may have been bounced from the NFL playoffs early, and while their recent history in the posts… https://t.co/aXBcuriYra",0,True Anthem,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 13:05:26,"In the end, we came out with three prospects from Nick Saban’s Alabama program – including the top-ranked quarterba… https://t.co/kE7ZUXoc4j",0,True Anthem,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 13:00:23,"After tearing his quadriceps tendon in the opener, Seattle Seahawks safety Jamal Adams will still likely need the w… https://t.co/CrBjDRhHaO",0,True Anthem,
Taki Alazadi,452764598,"Everett , WA",2023-01-21 10:27:24,"@CorbinSmithNFL @Locked_Seahawks @LO_Mariners pick 20 and drew lock for RW3, who says no?",0,Twitter for iPhone,
Eugenio Suarez’s multicolored mullet,3250967550,"Bothell, WA",2023-01-21 09:27:24,Lmfao #seahawks #dkmetcalf https://t.co/XQSxnyyngA,0,Twitter for iPhone,
Mickey Bugh,540548152,"Seattle, WA",2023-01-21 08:56:28,"@Seahawks @seahawksPR @12s @ChuckArnoldSEA
Please make #touchdowncity free on gameday again. Some cant afford to go… https://t.co/4OJSKDimL6",0,Twitter Web App,
Mickey Bugh,540548152,"Seattle, WA",2023-01-21 08:51:26,"@Seahawks @12s @ChuckArnoldSEA
Please make #touchdowncity free on gameday again. Some cant afford to go to the game… https://t.co/pKTTJIb1ht",0,Twitter Web App,
TimmyTechTV,41162150,"Seattle, WA",2023-01-21 08:25:38,@Seachickens @GenoSmith3 @TheMikeSalk I can't see the Seahawks doing more than $50mil for 2 years with say $35 guar… https://t.co/CGhdPYI8ew,0,Twitter for Android,
TimmyTechTV,41162150,"Seattle, WA",2023-01-21 08:22:39,"@HusseinAjrouch4 @GenoSmith3 Was great watching Geno this season, but I can't see the Seahawks getting anywhere near 33 a year.",0,Twitter for Android,
Jowee 💋,255858116,"Seattle, WA",2023-01-21 08:01:21,I think I’m having a post Seahawks season withdrawal syndrome.,1,Twitter for iPhone,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-21 06:50:36,If I was owner of Seahawks and Mariners. My moto would be what did we do today to get us and keep us in first place… https://t.co/H1IgW8H5gJ,0,Twitter for iPhone,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-21 06:26:35,John Schneider is telling the trust with Wyman &amp; Bob. Probably look to trade down. Might have been different if… https://t.co/fhiYHkV6nA,0,Twitter for Android,
Kellen,311858563,"Seattle, WA",2023-01-21 06:25:58,"@JayCuda How are the mariners so far away when the Seahawks aren’t, and the stadiums are 600ft apart?",0,Twitter for iPhone,
G Daddy,1052286008518004738,"Seattle, WA",2023-01-21 06:10:07,say what y’all want but the seahawks had a fantastic season. especially when you stop and realize that most people… https://t.co/8GT4qbUtkl,0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 06:00:00,"During a Thursday visit with @WymanAndBob, #Seahawks GM John Schneider discussed the team's philosophy when picking… https://t.co/8Q0RhbeBKb",3,TweetDeck,
Wendy McBeth,204193302,Seattle,2023-01-21 05:37:39,@KateGIaser Its awesome! I’m a #Seahawks fan and I knew that was a @BuffaloBills logo!! Well done!!,0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 05:30:30,"For #Seahawks fans watching the Divisional Round playoff games this weekend, @BrockHuard says there are two pending… https://t.co/kAS1qDIYpR",1,TweetDeck,
DougDolman,882331499596468225,"Kirkland, WA",2023-01-21 05:20:03,"@ThatF_ckinGuy @therecount @SNFonNBC Never seen/heard Russ talk about abortion. I root for the Seahawks, that’s it. Move along.",0,Twitter for iPhone,
JeffB55171685,1021249147758731264,"Seattle, WA",2023-01-21 05:09:15,@CorbinSmithNFL @Locked_Seahawks The only one I liked was the trade for Jeff Simmons DI he’s young and terrific player,0,Twitter Web App,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 05:00:31,"Besides QB Geno Smith, which pending free agents should the #Seahawks prioritize re-signing this offseason?… https://t.co/iXhSPvEplN",0,TweetDeck,
akhil 💙💚,992900311630032897,"Seattle, WA",2023-01-21 04:39:22,@rickydickywicky @gozer_the @hawkblogger idk about that. sure sounds like a lot of his teammates like him. also why… https://t.co/43BaeWxxd5,0,Twitter Web App,
@Jlafont,75966599,Seattle,2023-01-21 04:37:53,"@MoveTheSticks It’s always a fun read, just the possibilities for “your” team. But the Seahawks taking two edge guys seems HIGHLY unlikely.",0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 04:30:00,#Seahawks GM John Schneider joined @WymanAndBob on Thursday and shared a lot about his team. @Joe_Fann breaks down… https://t.co/YQIo5kZ1Jm,0,TweetDeck,
Jeff,90329934,"Redmond, WA",2023-01-21 04:17:33,@CigarThoughts This is why I’m 100% OK with the #Seahawks taking CJ Stroud or Will Levis if John Schneider thinks h… https://t.co/1ocyt5bI65,0,Twitter for iPhone,
Marielle,26561544,Seattle,2023-01-21 04:04:42,Some of my favorite moments from this #Seahawks season https://t.co/hP9neos6ID… https://t.co/DqIEOxUTYi,4,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 04:00:31,"With the #Seahawks' season wrapped up, Dave Wyman of @WymanAndBob reflects on the 2022 campaign in his latest takea… https://t.co/uLH2bPniCy",0,TweetDeck,
Gregg Bell,70744212,Seattle,2023-01-21 03:54:52,"The Geno Smith contract talks ramp up. Meanwhile, would backup Drew Lock return to the Seahawks for 2023 with his c… https://t.co/ucDmZ4ZcQ8",2,Twitter Web App,
Disney Lorcana Dad,30052619,"Port Orchard, WA",2023-01-21 03:41:47,@SamiOnTap If I am the Seahawks Front Office and Anderson and Carter are gone. I pick up the phone and call Carolin… https://t.co/uAXggmCOWC,0,Twitter for iPhone,
Seattle Mariners ⚾️ from The Seattle Times,1053024265572761600,"Seattle, WA",2023-01-21 03:36:04,How ZiPS projections rate each Mariners player headed into season https://t.co/f4R5egW71u https://t.co/AwPB7ZVT7w,0,dlvr.it,
Mark Hohn,28666344,Seattle WA,2023-01-21 03:33:29,@CorbinSmithNFL @Locked_Seahawks @LO_Mariners Trade Pete Caroll for 4th round pick.,0,Twitter for Android,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 03:30:30,"If the #Seahawks don't retain Geno Smith, could Derek Carr be a fallback option at quarterback?

@spotrac founder M… https://t.co/tc8EgLme1b",0,TweetDeck,
Scottydo16,1387357574,"Lakewood, WA",2023-01-21 03:26:06,"I, for one, hope Geno Smith gets all the money he deserves, and I hope it's with the Seahawks next season.",3,Twitter for Android,
Ant,856285412511236096,"Seattle, WA",2023-01-21 03:24:17,Re sign Geno then DT Daron Payne &amp; Lavonte David in free agency 🫶🏽 #seahawks,0,Twitter for iPhone,
Sami Jarjour,162219630,"Seattle, WA",2023-01-21 03:15:20,"If Jalen Carter and Wil Anderson are off the board at 5, what should the Seahawks do?! 

Let’s assume they aren’t t… https://t.co/yLAYIqOdtr",11,Twitter for iPhone,
Gregg Bell,70744212,Seattle,2023-01-21 03:11:01,"Every time I see The Beach and Long Beach State, I think of when Jim Mora told us during his failed season his Seah… https://t.co/rBDJcCpye8",0,Twitter for iPhone,
Sports ON Tap Seattle,1084300391599067136,"Seattle, WA",2023-01-21 03:10:54,"Seahawks ROOKIE CB Tariq Woolen

📍 tied for the league lead with six INTs
📍 tied for second with three fumble recov… https://t.co/QsuEdzolj6",108,Twitter for iPhone,
the Sports ON Tap,1040714356026105856,"Seattle, WA",2023-01-21 03:07:30,"Who was your favorite Seahawks rookie this year between Kenneth Walker and Tariq Woolen?! 👀 ❓ 

BOTH STUDS. https://t.co/csvlIERy3r",7,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 03:00:50,Here is how top 10 teams rank in regards to their total draft pick value according to Tankathon.  https://t.co/II32FNcQu4,0,True Anthem,
CLew 🏈🏀⚾️🥊,1169457824876728320,"Kent, WA",2023-01-21 02:35:32,"@mrfunpolice2x So is the Seahawks win cheeks as well?? I like their outside corners better than y’all’s, QB, y’all… https://t.co/vX2wc6wHGO",0,Twitter for iPhone,
Brandon,1534299521408282624,"Marysville, WA",2023-01-21 02:34:12,@babynelnel97 Hi.Nellie.youre mine. I love you too,0,Twitter for Android,
Sheabo,962132979991527424,"Seattle, WA",2023-01-21 02:31:50,@donttrusthoodie @Spadesin3 @LofaTatupu51 was my first real jersey when I 9 years old. I didn’t take that thing off… https://t.co/eLJPACtcrJ,0,Twitter for iPhone,
David Pearl 🥑,425618204,"Seattle, WA",2023-01-21 02:28:02,@wrongopinionman Staton records a post SB victory podcast disgusted with how Seahawks got bullied at the line of sc… https://t.co/5hkkqudqYD,0,Twitter for Android,
Vape God Kwassa Kwassa,1353604467866759169,"Bellevue, WA",2023-01-21 02:11:29,@Huckleberrytini fair point but how can the Seahawks be in the inner circle when the M's stadium is right next door… https://t.co/fS3cDGx3YO,0,Twitter for Android,
Chris Cluff,545797200,"Seattle, WA",2023-01-21 01:54:18,"On @SeattleSports, John Schneider touted his team's enduring success. By his count:

#Seahawks: 10 playoffs in 13 y… https://t.co/QqFD0f6GaF",29,TweetDeck,
Sports By Chris Clough,1407608503611518978,"Seattle, WA",2023-01-21 01:51:07,"🏈 Hey, @Softykjr &amp; @dickfain 

Meet your Seattle Seahawks' wide receivers coach: Nate Carroll. 

Brad Idzik is his… https://t.co/C962NcIvXv",0,Twitter for Android,
Chris Cluff,545797200,"Seattle, WA",2023-01-21 01:45:13,"#Seahawks draft picks right now:
1 (5)
1 (20)
2 (38)
2 (52)
3 (83)
4 (123)
5 (152)
5 (155)
6 (198)

🏈 Acquired 1 &amp;… https://t.co/QX0XybAKSs",8,TweetDeck,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 01:43:21,"📝 𝚂𝙴𝙰𝚂𝙾𝙽 𝚁𝙴𝙿𝙾𝚁𝚃 𝙲𝙰𝚁𝙳 📝

Geno Smith: 𝐁+
Kenneth Walker III and the RBs: 𝐁+
Uchenna Nwosu and the D-line: 𝐂-

More vi… https://t.co/JcW327j7SJ",1,Echobox,
Allen Barron,2149441788,"Seattle, WA",2023-01-21 01:41:31,"@hawkblogger Reading downthread, talk about all over the lot. I offered an opinion elsewhere, dumbly; I know nothin… https://t.co/NZXewXZWMy",0,Twitter Web App,
Chris Cluff,545797200,"Seattle, WA",2023-01-21 01:33:01,"#Seahawks GM John Schneider already open for business in the draft. On @SeattleSports: ""In terms of moving around,… https://t.co/5In7FcUXgq",20,TweetDeck,
HENO,1590166056760659970,"Seattle, WA",2023-01-21 01:30:13,@FerdyHK They nerfed Quadfather so back to a Seahawks theme team I go 🤣 https://t.co/kFAdKPzGUI,0,Twitter for iPhone,
Herbert N,75436213,gig harbor,2023-01-21 01:23:06,@RSherman_25 @GenoSmith3 What effect will be on salary cap. I understand the Seahawks have seven players over $10 m… https://t.co/ZnjD3I0QBH,0,Twitter for Android,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-21 01:11:20,Friday Round-Up: ESPN Ranks Seahawks' 2022 Draft Class No. 1 In NFL https://t.co/CVQBLG38zf,0,FANpeeps.com,
93.3 KJR,43278228,Seattle,2023-01-21 01:02:57,"Hugh Millen talks all things #Seahawks, Geno Smith and DK Metcalf with @Softykjr and @dickfain NOW on KJR thanks to… https://t.co/octOtgvZWx",1,TweetDeck,
Steven A. Taylor,180208768,"Seattle, WA",2023-01-21 01:02:56,#Seahawks Death Week 2022:  What Moves Should Be Made https://t.co/A6m5lUWCer,0,Twitter Web App,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 01:00:16,"Most draft classes take a few years to really start delivering their value, but this one was a hit right from the s… https://t.co/3G6HYhE87n",0,True Anthem,
Everett Herald,14178003,"Everett, WA",2023-01-21 01:00:05,"For the first time since 2009, the Seahawks hold a top-five pick in the NFL draft thanks to the Russell Wilson bloc… https://t.co/B5Mt1CR4GU",0,SocialNewsDesk,
Seahawks Nation,2977920865,"Seattle, WA",2023-01-21 00:33:30,"Here are 3 early names the Seahawks should consider with No. 5, 20 picks in 2023 NFL Draft 👀

https://t.co/8Bl1Uo9VHe",1,TweetDeck,
Seattle Sports,22961177,"Seattle, Washington",2023-01-21 00:17:11,"During a Thursday visit with @WymanAndBob, #Seahawks GM John Schneider discussed the team's philosophy when picking… https://t.co/aiU5fXW1R5",1,TweetDeck,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-21 00:11:15,Former Seahawks players who are still in the 2023 NFL Playoffs https://t.co/wK1HGeRbqh,0,FANpeeps.com,
Gerry Leonard,185810680,"Bremerton, WA",2023-01-21 00:09:04,"@StokeyyG2 1: Celtic
2: CenturyLink Field (Sounders/Seahawks)",0,Twitter for iPhone,
CG,357264903,"Seattle, WA",2023-01-20 23:54:59,"God I hate the Seahawks but they’re not anywhere as obnoxious as the cowgirls. At least when Seahawks are down bad,… https://t.co/qUcmwo2Wic",0,Twitter for iPhone,
Emmitt Sevores,764973906939682816,"Des Moines, WA",2023-01-20 23:54:11,I can’t explain how pissed I’d be if this happens. I hate the 2014 NFCCG with all of my heart but part of what made… https://t.co/h9Qgxdbfv5,0,Twitter for iPhone,
David S,967861188,"Seattle, WA",2023-01-20 23:49:02,@SeahawksForever Seahawks Forever Podcast,0,Twitter Web App,
Dan Viens 🎙 (Field Gulls Podcast),242446034,"Seattle, WA",2023-01-20 23:47:19,"What should I call my new #Seahawks podcast?

Hmmmmm……… 🤔

(Hint: “It’s staring me right in the face….why didn’t I… https://t.co/Ws0gXpmlDP",0,Twitter for iPhone,
JeffB55171685,1021249147758731264,"Seattle, WA",2023-01-20 23:46:02,@CorbinSmithNFL @Locked_Seahawks Horrible idea,0,Twitter Web App,
Bob Condotta,20602082,"Seattle, WA.",2023-01-20 23:42:15,Report card: The final one.  https://t.co/S3J9WaNyve,5,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-20 23:39:31,"NEW @Locked_Seahawks!

Could John Schneider dangle one of Seattle's two first round selections to add a proven supe… https://t.co/dSoMulCK8W",4,Twitter Web App,
HeraldNet Sports,18646906,"Everett, WA",2023-01-20 23:38:49,Was it all a dream? Nope. The Geno Smith-led Seahawks really did make a run to the playoffs. Here's how Herald writ… https://t.co/4jG7RccyLX,2,TweetDeck,
🇺🇸,440391271,Seattle,2023-01-20 23:35:40,"@portside_drive @JayCuda Look at where he put Seahawks and then Mariners.... lol, they are right next to each other.",0,Twitter for Android,
🇺🇸,440391271,Seattle,2023-01-20 23:34:55,@JayCuda Bro.. you put the Mariners stadium in the outside from center ri g and they are right next to the Seahawks stadium,0,Twitter for Android,
Phil,404506050,"Seattle, WA",2023-01-20 23:33:10,"@robertmays I’m a Seahawks fan imagining sherm’s “the tip” play or kearse’s walkoff at like, the cards stadium sounds horrible",0,Twitter for iPhone,
garrett edwards,1308743815,silverdale,2023-01-20 23:18:49,"@MoveTheSticks I could definitely see the Seahawks snagging Tyree Wilson, I think Nwosu and Taylor both getting 9.5… https://t.co/hC9bjq08My",0,Twitter for Android,
Seattle Seahawks,1586541508865449984,Seattle,2023-01-20 23:11:44,Wildcard Weekend Seahawks @ Buccaneers 6:30 pm Est https://t.co/uflIOeVikh,0,Twitter for iPhone,
Mark,611273853,"Tacoma, WA",2023-01-20 23:10:50,"@1218Sports @sports_sell This @Giants family needs that...
From when we sadly lost to the Seahawks https://t.co/mcUnHMmix6",0,Twitter for Android,
𝔸 𝔐𝔦𝔠𝔥𝔢𝔩 𝕍𝖆𝖓𝕕𝔢𝔯𝔥𝔢𝔦𝕕𝔢𝔫🇲🇽🇺🇸,471732838,"Seattle, WA",2023-01-20 23:08:46,"@CarterAntFan Well, for the #Seahawks, it would be amazing if him or Anderson did. 😁",0,Twitter for iPhone,
Tonya Bailey,262185458,"Lake Stevens, WA",2023-01-20 23:03:56,@MathewsSports @MileHighReport There was quite a bit of ink spilled asking what the hell had happened to Russ in th… https://t.co/E9k0AZOExb,0,Twitter for iPhone,
rebecca,2834573799,seattle,2023-01-20 22:54:13,@JayCuda wait....how are you putting seahawks in the inner circle and mariners outside of it? the stadiums are neighbors lol,0,TweetDeck,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-20 22:48:51,"We're doing it live in 10!

Some fun Fan Fiction Friday action coming up today on @Locked_Seahawks!

https://t.co/3EGq5Z9xgU",0,Twitter Web App,
Corey Willits,749480700751933440,"Bothell, WA",2023-01-20 22:40:18,@twitlips I'm wearing my Seahawks hoodie right now. Oh no!,0,Twitter for Android,
Issaquah Highlands,2813695813,"Issaquah, WA",2023-01-20 22:26:00,"Join friends and neighbors for The Big Game at Blakely Hall on Sunday, Feb. 12! Doors open at 2:30 p.m. With the Se… https://t.co/stCNJRn6rY",0,Twitter Web App,
yaya,1431536694,"Edmonds, WA",2023-01-20 22:18:26,Uchena nwosu was @Seahawks beat signing this year,0,Twitter for iPhone,
OOO (Out of Office),791780442126987264,"Seattle, WA",2023-01-20 22:15:43,@HustleChillson This is what happened in the Seahawks first Super Bowl,0,Twitter Web App,
Seattle Sports,22961177,"Seattle, Washington",2023-01-20 22:15:16,"For #Seahawks fans watching the Divisional Round playoff games this weekend, @BrockHuard says there are two pending… https://t.co/18w9p7NUic",1,TweetDeck,
Tonya Bailey,262185458,"Lake Stevens, WA",2023-01-20 22:12:32,@bolpap5 @ESnipyz @ConSensation00 @MileHighReport Pete has had his Seahawks in the playoffs 10 out his 13 seasons a… https://t.co/L4IgIytBA1,0,Twitter for iPhone,
Nate Heath aka Soupy Sales,30534608,Seattle WA,2023-01-20 22:12:25,@trumplostsuckit @twitlips Me too tbh. One has to when more than 50% of the wardrobe has a Seahawks logo on it somewhere.,0,Twitter for iPhone,
Everett Herald,14178003,"Everett, WA",2023-01-20 22:00:10,The $21.1 million deal will make the Pro Bowler the 2nd-highest paid kicker in the NFL behind Baltimore’s Justin Tu… https://t.co/CJsUETUSNJ,0,SocialNewsDesk,
Lance,1421090307605614606,"Seattle, WA",2023-01-20 21:58:55,@Softykjr 1.  Seahawks 2. Mariners. 3. All things UW,0,Twitter for iPhone,
Bleezy,935903798198804480,"Puyallup, WA",2023-01-20 21:56:17,"@swampboody @SteelersFan855 @NFLonFOX @StubHub Usually second hand, Seahawks home games are usually sold out before the season even stsrts",0,Twitter for Android,
Andrew Wiseman 😷⚾️🗺🍺,14422775,"Seattle, WA",2023-01-20 21:39:25,"@JayCuda Seahawks and Mariners are next to each other, how is one downtown and one is 5 miles away",0,Twitter for iPhone,
Andrew L,1124503922,"Edmonds, WA",2023-01-20 21:36:46,@dickfain Seahawks seem to have struggled on grass a lot in recent years,0,Twitter for iPhone,
All Seahawks,1119216865,"Seattle, WA",2023-01-20 21:35:56,"Seahawks Special Teams Ranked as One of League’s Best This Season

#Seahawks

https://t.co/3MszwGwaGC",1,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-20 21:33:13,"Friendly reminder we've got a new @Locked_Seahawks rolling at 3 PM PST!

See you then! -&gt;
https://t.co/3EGq5Z8Zrm",0,Twitter Web App,
Eric Trofimchik,1255163236313264128,"Marysville, WA",2023-01-20 21:26:03,"@BrettKollmann I have a conspiracy theory as well, Seahawks draft Bijan and have a two head monster at RBs with Bijan and KW3.",0,Twitter for Android,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-20 21:11:25,"Cigar Thoughts Podcast, Episode 70: Davis Hsu https://t.co/yVf7LnZf6l",0,FANpeeps.com,
Chris Nessen,568756742,"Sultan, WA",2023-01-20 21:02:27,@mikaelamattes I think it’s ridiculous to think about trading for Rodgers. Half the fan base wanted to trade for Ba… https://t.co/mR5NCDmle1,0,Twitter for iPhone,
⚡🏈James Fedewa🍺,19423744,"Snohomish, WA",2023-01-20 21:00:10,"My Geno Smith Contract Prediction:
Geno stays in Seattle for 3 years / $63MM, Signing Bonus $15MM, Avg. Salary: $21… https://t.co/TT7X8CB3Gq",1,Twitter Web App,
Field Gulls,23483385,"Seattle, WA",2023-01-20 20:58:57,Former Seahawks players who are still in the 2023 NFL Playoffs https://t.co/NxJvnvKQYN,0,Chorus publishing platform,
BMAC,9482672,"Bremerton, WA",2023-01-20 20:58:39,@NinersNation Recentcy bias. I hate the Seahawks more because the rivalry has been ongoing for the last decade. Cow… https://t.co/lnz8IFUWzF,0,Twitter for Android,
Seattle Sports,22961177,"Seattle, Washington",2023-01-20 20:57:31,"Besides QB Geno Smith, which pending free agents should the #Seahawks prioritize re-signing this offseason?… https://t.co/sSVnJqVC2t",0,TweetDeck,
Brandon Gustafson,548712155,"Mukilteo, WA",2023-01-20 20:56:23,@Mr_FadedGlory @jenny_seahawks Not every mock draft does trades because it's not always easy to tell what the retur… https://t.co/AsC4O8fAiM,1,TweetDeck,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-20 20:55:30,"The showdown we've all wanted to see. @JoeyBlount8 vs. @BlitzTheSeahawk. 😤

#GoHawks x @walottery https://t.co/xH7nu3Z9AS",16,Twitter Media Studio,
Gregory KING🤴🏾🤴🏾,3310983072,"Federal Way, WA",2023-01-20 20:52:58,"We all collectively watched an NFL player die on the field mere weeks ago, and yet people are still worried about t… https://t.co/xG0h8nuVks",0,Twitter for iPhone,
Dan Viens 🎙 (Field Gulls Podcast),242446034,"Seattle, WA",2023-01-20 20:43:30,@StatsOnFire This sucks. One of the best who’s doing it! Can’t wait to see what you do next. I’m sure we shall chat… https://t.co/np4It6gt9w,0,Twitter for iPhone,
Dr. Amber,47788217,"Kirkland, WA",2023-01-20 20:42:32,@SeahawksForever This is the news I was hoping to hear. You’re the best Seahawks pod guy out there!,0,Twitter for iPhone,
